ID;3;4;5;7;8;9;10;12;14;15;16;19;21;22;24;27;35;37;40;43;44;45;46;57;74;83;93;100;101;103;104;105;107;119;120;121;137;155;249;TOT_INCIDENTES;TOT_ACIDENTES;BIN_ACCIDENTES
41;3;;;1;;34;;6;;;;;;;2;;;;;;3;;3;;;;;;;1;;;;;;;;;;53;3;1
42;2;;;;2;37;;2;;;;;;;;;;;;;;;2;;;;1;;;1;;;;;;;;;;47;2;1
43;2;1;;7;;29;3;2;;;;;;;;;;;;;5;;4;;;;;;;1;;;;;;;;;;54;2;1
44;3;;;3;1;29;;4;;;;;;;;;;;;;3;;3;;;;;;;1;;;;;;;;;;47;3;1
45;3;;;;1;32;;3;;;;;;;;;;;;;;;2;;;;1;;;1;;;;;;;;;;43;3;1
46;;;1;;;37;;7;;;;;;;;;;;;;2;;6;;;;;;;1;;;;;;;;;;54;0;0
47;2;1;;3;1;29;;5;;;;;;;;;;;;;4;1;2;;;;;;;1;;;;;;;;;;49;2;1
48;2;;;11;2;32;;5;;;;;;;1;;;;;;2;;;;;;;;;1;;;;;;;;;;56;2;1
49;;;;;2;34;;4;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;42;0;0
50;1;2;;8;2;38;;8;;;;;;;3;4;;;;;2;3;4;;1;;;;;1;;;;;;;;;;77;1;1
51;2;;;1;2;40;;5;;;;;;;;;;;;;;;3;;;;;;;1;;;;;;;;;;54;2;1
52;;1;;1;;50;9;;;;;;;1;;2;;;;;2;1;;;;;;;;1;;;;;;;;;;68;0;0
53;3;;;3;1;31;;10;9;;;;;;1;;;;;;13;;1;;;;;;;1;;;;;;;;;;73;3;1
54;5;;;2;;37;;2;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;49;5;1
55;2;;;5;1;34;;7;1;;;;;;;1;;;;;3;1;2;;;;;;;1;;;;;;;;;;58;2;1
56;1;;1;2;3;33;;3;3;;;;;;;;;;;;4;;2;;;;;;;1;;;;;;;;;;53;1;1
57;1;;;2;1;30;;5;;;;;;;;2;;;;;;1;1;;1;;;;;1;;;;;;;;;;45;1;1
58;2;;;;3;44;;3;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;55;2;1
59;;;1;3;1;34;;12;;;;;;;2;1;;;;;4;2;1;;;;;;;1;;;;;;;;;;62;0;0
60;;;;1;1;28;;2;;;;;;;;2;;;;;2;2;2;;;;;;;1;;;;;;;;;;41;0;0
61;2;;;7;1;31;6;8;;;;;1;;1;;;;;;;2;1;;;;;;;1;;;;;;;;;;61;2;1
62;2;1;;1;4;31;;2;;;;;;;;;;;;;1;1;2;;;;;;;1;;;;;;;;;;46;2;1
63;1;;1;2;;35;;2;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;43;1;1
64;;;;;;31;;3;;;;;;;;;;;;;2;1;2;;;;;;;1;;;;;;;;;;40;0;0
65;1;;;1;2;52;;5;;;;;;;;;;;;;;;3;;1;;;;;1;;;;;;;;;;66;1;1
66;2;1;;20;;52;13;5;;;;;;;;9;;;2;;6;5;;;;;;;;1;;;;;;;;;;116;2;1
67;3;;;5;3;36;1;5;;;;;;;;2;;;;;5;1;6;;;;;;;1;;;;;;;;;;68;3;1
68;1;;;2;1;39;;4;;;;;;;;;;;;;1;;6;;;;;;;1;;;;;;;;;;55;1;1
69;1;;;2;1;37;;3;;;;;;;;;;;;;;;4;;1;;;;;1;;;;;;;;;;50;1;1
70;1;;;;1;51;;1;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;56;1;1
71;1;;;4;2;45;;5;2;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;62;1;1
72;4;;1;;5;27;;5;11;;;;;;;;;;;;14;;1;;;;;;;1;;;;;;;;;;69;4;1
73;2;;;;3;45;;3;;;;;;;;;;;;;1;;2;;;;;;;1;;;;;;;;;;57;2;1
74;1;;;;;39;3;1;;;;;;;;;;;;;;;4;;;;;;;1;;;;;;;;;;49;1;1
75;1;;;;2;51;1;7;2;;;;;;;;;;;;3;;2;;;;;;;1;;;;;;;;;;70;1;1
76;;;;;;37;;3;;;;;;;;;;;;;;;4;;1;;;;;1;;;;;;;;;;46;0;0
77;1;;;;;36;;1;;;;;;;;;;;;;;;2;;1;;;;;1;;;;;;;;;;42;1;1
78;1;;;;;38;1;5;;;;;;;;;;;;;;;4;;;;;;;1;;;;;;;;;;50;1;1
79;1;;;;1;36;;2;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;41;1;1
80;3;;;2;;38;;3;;;;;;;;;;;;;;;3;;;;1;;;1;;;;;;;;;;51;3;1
81;3;2;;3;;50;10;;;;2;;;;;;11;15;;;6;1;;;;;;3;2;1;;;;;;;;20;;129;3;1
82;;;;1;;23;1;2;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;28;0;0
83;1;;1;7;;37;1;6;;;;;1;;3;;;;;;;;;;;;;;;1;;;;;;;;;;58;1;1
84;2;;;;2;36;;2;4;;;;;;;;;;;;4;;1;;;;;;;1;;;;;;;;;;52;2;1
85;1;;;4;1;35;;3;;;;;;;5;;;;;;2;;5;;;;;;;1;;;;;;;;;;57;1;1
86;1;;1;;;52;;1;;;;;;;;;;;;;;;3;;1;;;;;1;;;;;;;;;;60;1;1
87;2;;2;8;1;23;1;13;2;;;;;;;3;;;;;1;2;1;;;;;;;1;;;;;;;;;;60;2;1
88;;;;;;39;;2;;;;;;;;;;;;;1;;2;;;;;;;1;;;;;;;;;;45;0;0
89;3;;;1;1;39;;1;;;;;;;;;;;;;1;;5;;;;;;;1;;;;;;;;;;52;3;1
90;2;;;2;;31;;1;;;;;;;;;;;;;;;2;;1;;;;;1;;;;;;;;;;40;2;1
91;1;;;2;;31;;1;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;37;1;1
92;1;;;3;2;33;;8;;;;;;;1;1;;;;;8;;5;;1;;;;;1;;;;;;;;;;64;1;1
93;1;;;2;1;29;;3;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;38;1;1
94;;;2;14;;58;;11;;;;;1;;20;3;;;;;4;1;10;;;;;;;1;;;;;;;;;;125;0;0
95;;;;;1;37;;1;1;;;;;;1;1;;;;;4;;2;;;;;;;1;;;;;;;;;;49;0;0
96;9;;1;;;24;;5;6;;;;;;;;;;;;12;;1;;;;;;;1;;;;;;;;;;59;9;1
97;2;;;4;1;33;;3;;;;;;;;;;;;;3;;3;;;;;;;1;;;;;;;;;;50;2;1
98;3;;;9;2;32;2;6;;;;;;;;;;;;;3;;2;;;;;;;1;;;;;;;;;;60;3;1
99;;;3;14;2;49;;7;2;;;;;2;3;5;;;;;7;4;3;;;;;;;1;;;;;;;;;;102;0;0
100;1;;;4;1;27;;3;;;;;;;1;;;;;;2;;4;;2;;;;;1;;;;;;;;;;46;1;1
101;1;;;5;;31;2;5;;;;;;;3;1;;;;;2;;3;;1;;;;;1;;;;;;;;;;55;1;1
102;2;;1;8;1;33;1;3;3;;;;;1;4;;;;;;4;;3;;;;;;;1;;;;;;;;;;65;2;1
103;2;;1;11;;33;;17;;;;;;2;3;1;;;;;9;5;3;;;;;;;1;;;;;;;;;;88;2;1
104;1;;1;;1;33;;2;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;40;1;1
105;;;;3;2;32;;1;;;;;;;1;;;;;;;3;4;;1;;;;;1;;;;;;;;;;48;0;0
106;1;;;2;3;31;;8;2;;;;;;;;;;;;3;1;3;;;;;;;1;;;;;;;;;;55;1;1
107;;;;1;;35;;3;;;;;;;;;;;;;;;2;;1;;;;;1;;;;;;;;;;43;0;0
108;1;;;;;51;;1;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;5;60;1;1
109;;;;3;;39;;3;;;;;;;;;;;;;2;;2;;1;;;;;1;;;;;;;;;;51;0;0
110;;;;;;37;3;5;;;;;;;;3;;;;;1;2;3;;1;;;;;1;;;;;;;;;;56;0;0
111;2;;;;2;26;;1;;;;;;;;;;;;;2;1;1;;1;;;;;1;;;;;;;;;;37;2;1
112;2;;1;6;;33;;7;1;;;;;;;1;;;;;6;;2;;;;;;;1;;;;;;;;;;60;2;1
113;;1;;9;2;58;;9;;;;;;;17;1;;;;;2;2;2;;;;;;;1;;;;;;;;;;104;0;0
114;1;;;1;3;57;;4;;;;;;;;;;;;;1;;4;;;;;;;1;;;;;;;;;;72;1;1
115;1;;;;2;33;;2;;;;;;;;;;;;;;;1;;1;;;;;1;;;;;;;;;;41;1;1
116;1;;;3;;29;;3;;;;;;;3;1;;;;;;1;5;;1;;;;;1;;;;;;;;;;48;1;1
117;5;;1;;1;35;;9;1;;;;;;;;;;;;2;2;;;;;;;;1;;;;;;;;;;57;5;1
118;1;;;6;;31;;5;1;;;;;;;;;;;;2;;6;;;;;;;1;;;;;;;;;;53;1;1
119;3;;4;12;2;58;2;4;;;;;;;1;;;;;;;3;4;;2;;;;;1;;;;;;;;;;96;3;1
120;2;;1;2;2;54;2;2;;;;;;;;;;;;;;;3;;;;;;;1;;;;;;;;;;69;2;1
121;3;;;4;1;32;7;5;;;;;;1;1;1;;;;;;;2;;;;;;;1;;;;;;;;;;58;3;1
122;2;;;8;2;58;;6;;;;;;;4;;;;;;4;;6;;;;;;;1;;;;;;;;;;91;2;1
123;;;2;5;3;54;;2;;;;;;;;2;;;;;3;;4;;;;;;;1;;;;;;;;;;76;0;0
124;;;;1;2;49;;5;2;;;;;;;1;;;;;2;;;;;;;;;1;;;;;;;;;;63;0;0
125;1;;;9;1;33;;12;;;;;;;13;;;;;;1;1;1;;;;;;;1;;;;;;;;;;73;1;1
126;;;;;;32;1;2;1;;;;;;;1;;;;;6;;3;;;;;;;1;;;;;;;;;;47;0;0
127;1;;;1;;33;;1;;;;;;;;;;;;;2;;;;1;;;;;1;;;;;;;;;;40;1;1
128;1;;;6;2;33;;5;;;;;;;2;;;;;;3;;3;;;;;;;1;;;;;;;;;;56;1;1
129;1;1;1;2;;32;;2;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;41;1;1
130;2;;;5;;31;;4;;;;;;;2;;;;;;;;1;;1;;;;;1;;;;;;;;;;47;2;1
131;2;;1;5;1;30;;5;;;;;1;;11;;;;;;2;1;2;;1;;;;;1;;;;;;;;;;63;2;1
132;1;;;7;;33;;6;;;;;;;2;2;;;;;;;4;;1;;;;;1;;;;;;;;;;57;1;1
133;1;2;;5;;33;5;4;;;;;;;;2;3;12;;;6;1;;;;;;;2;1;;;;;;;;1;;78;1;1
134;1;;;2;;15;8;3;;;;;;;2;3;;;1;;4;;2;;1;;;;;1;;;;;;;;;;43;1;1
135;6;;;1;;38;;2;;;;;;;;1;4;17;;;1;;;;;;;;1;1;;;;1;1;;;5;;79;6;1
136;;;;9;1;35;2;5;;;;;;;1;1;;;;;;4;7;;;;;;;1;;;;;;;;;;66;0;0
137;2;;1;9;2;31;3;4;;;;;1;;2;;;;;;;1;3;;1;;;;;1;;;;;;;;;;61;2;1
138;1;;;1;2;33;;2;;;;;;;;;;;;;1;1;1;;;;;;;1;;;;;;;;;;43;1;1
139;1;;;9;3;33;;15;;;;;1;1;3;;;;1;;;;3;;;;;;;1;;;;;;;;;;71;1;1
140;1;;;;;46;;6;;;;;;;;;;;;;2;1;;;;;;;;1;;;;;;;;;;57;1;1
141;;;1;12;;32;;5;1;;;;;;6;;;;;;2;1;3;;;;;;;1;;;;;;;;;;64;0;0
142;2;;1;4;;33;4;5;1;;;;;;7;;;;;;2;1;5;;;;;;;1;;;;;;;;;;66;2;1
143;2;;;3;;33;;4;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;45;2;1
144;;;;5;2;39;;2;;;;;;;;;;;;;1;3;5;;2;;;;;1;;;;;;;;;;60;0;0
145;1;;1;2;3;34;;4;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;47;1;1
146;3;;;;;57;;4;3;;;;;;;;;;;;3;;1;;;;;;;1;;;;;;;;;;72;3;1
147;1;;;5;;28;1;2;;;;;;;;;;;;;;;5;;;;;;;1;;;;;;;;;;43;1;1
148;1;1;;5;3;33;;5;;;;;;;2;;;;;;3;1;2;;;;;;;1;;;;;;;;;;57;1;1
149;1;;;10;1;34;;5;;;;;;;;;;;;;;;4;;;;;;;1;;;;;;;;;;56;1;1
150;2;;;4;;31;;4;;;;;;;1;;;;;;3;;2;;;;;;;1;;;;;;;;;;48;2;1
151;1;;;6;2;32;;10;;;;;;;;1;;;;;3;1;2;;;;;;;1;;;;;;;;;;59;1;1
152;1;;;4;1;32;;4;;;;;;;;;;;;;1;1;4;;1;;;;;1;;;;;;;;;;50;1;1
153;2;;;4;;31;;5;;;;;;;;;;;;;;3;7;;;;;;;1;;;;;;;;;;53;2;1
154;1;;;6;;34;;5;;;;;;;1;;;;;;1;;4;;;;;;;1;;;;;;;;;;53;1;1
155;;;;7;1;30;;4;;;;;;;5;;;;;;2;1;3;;;;;;;1;;;;;;;;;;54;0;0
156;1;;;1;;27;;1;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;33;1;1
157;2;;;2;;32;;2;;;;;;;2;;;;;;;1;3;;1;;;;;1;;;;;;;;;;46;2;1
158;1;;;10;;33;;10;1;;;;;;2;1;;;;;4;1;3;;;;;;;1;;;;;;;;;;67;1;1
159;3;2;1;10;;33;;19;2;;;;1;;;1;;;;;9;;3;;;;;;;1;;;;;;;;;;85;3;1
160;4;;2;12;2;32;;7;;;;;1;3;3;1;;;1;;3;;4;;;;;;;1;;;;;;;;;;76;4;1
161;;;;6;1;32;;4;;;;;;;;;;;;;1;1;4;;;;;;;1;;;;;;;;;;50;0;0
162;3;1;1;9;1;31;;13;1;;;;;;2;5;;;;;7;1;3;;1;;;;;1;;;;;;;;;;80;3;1
163;1;;2;10;;33;;5;;;;;;;;1;;;1;;;3;6;;;;;;;1;;;;;;;;;;63;1;1
164;2;;2;6;1;30;;5;;;;;;;1;2;;;;;2;;1;;;;;;;1;;;;;;;;;;53;2;1
165;;;;6;1;32;1;2;;;;;;;1;;;;;;2;;3;;;;;;;1;;;;;;;;;;49;0;0
166;2;;;9;4;29;2;5;1;;;;1;;;5;2;6;;;3;2;2;;2;;;;1;1;;;;;1;;;1;;79;2;1
167;;5;;11;;40;7;9;;;;;;;;6;;;;;6;3;;;;;;;;1;;;;;;;;;;88;0;0
